,Average Outflow,Average Inflow,Energy Consumption,Ammonia,Biological Oxygen Demand,Chemical Oxygen Demand,Total Nitrogen,Average Temperature,Maximum temperature,Minimum temperature,Atmospheric pressure,Average humidity,Total rainfall,Average visibility,Average wind speed,Maximum wind speed,Year,Month,Day
516,3.238,3.563,246403.0,38.0,410.0,1000.0,64.847,23.9,33.0,17.8,0.0,48.0,0.0,10.0,13.7,25.9,2016.0,1.0,19.0
517,3.085,3.335,203753.0,36.0,380.0,750.0,61.668,22.0,30.0,18.0,0.0,74.0,0.0,8.2,16.1,29.4,2016.0,1.0,20.0
518,3.014,3.295,242712.0,36.0,420.0,1000.0,70.0,19.5,27.0,16.9,0.0,79.0,0.0,8.7,10.6,40.7,2016.0,1.0,21.0
519,3.033,3.216,163031.0,52.0,510.0,830.0,65.59,18.3,23.0,15.0,0.0,76.0,0.0,9.7,18.5,31.7,2016.0,1.0,24.0
520,2.954,3.237,186628.0,49.0,310.0,850.0,64.366,22.8,29.0,17.9,0.0,57.0,0.0,10.0,12.2,31.7,2016.0,1.0,26.0
521,4.115,4.9,247019.0,45.0,650.0,950.0,65.114,23.7,28.1,21.0,0.0,60.0,0.0,10.0,31.5,46.5,2016.0,1.0,27.0
522,4.408,4.099,284997.0,51.0,460.0,780.0,61.619,19.3,29.0,13.0,0.0,78.0,0.0,9.5,18.7,33.5,2016.0,1.0,28.0
523,3.028,3.503,280083.0,49.0,320.0,590.0,58.488,14.9,20.0,10.0,0.0,72.0,0.0,10.0,20.4,40.7,2016.0,1.0,31.0
524,3.024,3.38,260268.0,50.0,320.0,680.0,61.533,19.7,25.0,15.0,0.0,67.0,0.0,8.5,12.8,25.9,2016.0,2.0,1.0
525,4.193,4.705,246364.0,50.0,350.0,930.0,66.0,23.5,32.0,17.0,0.0,54.0,0.0,9.0,18.3,27.8,2016.0,2.0,2.0
526,4.173,4.149,254234.0,40.0,300.0,740.0,61.69,17.5,21.0,16.0,0.0,66.0,2.03,10.0,26.7,37.0,2016.0,2.0,3.0
527,4.09,4.288,287372.0,41.0,370.0,760.0,61.748,17.7,21.0,14.0,0.0,71.0,0.0,10.0,20.9,33.5,2016.0,2.0,4.0
528,4.112,4.236,248066.0,36.0,300.0,680.0,62.348,22.4,31.0,16.0,0.0,61.0,0.0,10.0,16.1,29.4,2016.0,2.0,7.0
529,3.001,3.425,245010.0,45.0,430.0,840.0,63.838,19.5,24.0,17.0,0.0,63.0,0.0,10.0,18.3,27.8,2016.0,2.0,8.0
530,3.199,3.745,233490.0,46.0,450.0,810.0,62.218,19.9,25.0,16.0,0.0,66.0,0.0,10.0,13.9,22.2,2016.0,2.0,9.0
531,3.132,3.504,208796.0,36.0,560.0,820.0,62.622,20.1,24.0,17.0,0.0,62.0,0.0,10.0,16.5,22.2,2016.0,2.0,10.0
532,2.735,3.412,205307.0,50.0,540.0,1100.0,68.82,19.7,25.0,15.0,0.0,64.0,0.0,10.0,17.6,29.4,2016.0,2.0,11.0
533,0.187,4.761,239544.0,38.0,360.0,770.0,67.0,18.3,25.0,12.0,0.0,55.0,0.0,10.0,19.1,35.2,2016.0,2.0,14.0
534,2.344,4.887,230809.0,33.0,340.0,660.0,62.218,19.4,27.7,13.9,1013.2,45.0,0.0,12.6,21.5,37.0,2016.0,2.0,15.0
535,4.094,5.327,256059.0,30.0,370.0,700.0,62.218,15.1,18.0,13.0,0.0,55.0,0.0,10.0,27.0,38.9,2016.0,2.0,16.0
536,3.703,4.961,272004.0,20.0,400.0,730.0,59.603,17.9,23.0,14.8,0.0,73.0,0.0,9.8,23.5,35.2,2016.0,2.0,17.0
537,3.961,4.368,222314.0,32.0,350.0,810.0,61.866,18.3,23.0,15.0,0.0,68.0,0.0,10.0,11.3,18.3,2016.0,2.0,18.0
538,3.885,3.919,222672.0,21.0,300.0,660.0,60.267,20.4,28.0,14.0,0.0,52.0,0.0,0.0,14.1,24.1,2016.0,2.0,21.0
539,3.143,3.691,210987.0,50.0,230.0,730.0,63.393,25.1,33.0,19.0,0.0,37.0,0.0,0.0,15.4,51.9,2016.0,2.0,22.0
540,3.384,3.844,215544.0,46.0,360.0,840.0,65.531,29.3,40.0,23.0,0.0,32.0,0.0,0.0,23.7,53.5,2016.0,2.0,23.0
541,5.409,6.357,219079.0,32.0,580.0,750.0,62.622,22.1,28.2,18.9,0.0,72.0,0.0,10.0,14.8,31.7,2016.0,2.0,24.0
542,5.371,5.975,207570.0,42.0,560.0,840.0,65.59,20.1,30.0,12.0,0.0,64.0,0.0,10.0,17.6,31.7,2016.0,2.0,25.0
543,4.9,5.051,192139.0,50.0,330.0,1000.0,64.366,18.6,23.0,14.0,0.0,61.0,0.0,10.0,18.3,27.8,2016.0,2.0,28.0
544,3.954,4.018,177134.0,50.0,360.0,710.0,62.048,18.5,26.0,13.0,0.0,73.0,0.0,9.5,15.0,35.2,2016.0,2.0,29.0
545,4.17,4.504,201268.0,49.0,490.0,890.0,66.354,25.1,34.0,17.9,0.0,31.0,0.0,0.0,20.7,35.2,2016.0,3.0,1.0
546,4.152,4.438,229270.0,49.0,480.0,920.0,74.0,23.6,36.0,16.5,0.0,47.0,0.0,10.0,17.8,35.2,2016.0,3.0,2.0
547,3.538,4.094,272464.0,44.0,410.0,520.0,58.766,19.6,26.0,15.0,0.0,64.0,0.0,10.0,12.4,20.6,2016.0,3.0,3.0
548,4.237,4.759,248067.0,55.0,340.0,360.0,58.806,21.1,28.0,15.1,0.0,72.0,0.0,10.0,13.5,27.8,2016.0,3.0,6.0
549,3.921,4.42,247498.0,49.0,490.0,780.0,62.973,20.6,25.0,18.8,0.0,79.0,0.0,9.5,15.6,24.1,2016.0,3.0,7.0
550,3.872,4.018,250976.0,51.0,480.0,710.0,63.931,32.3,40.0,27.0,0.0,23.0,0.0,0.0,27.2,40.7,2016.0,3.0,8.0
551,3.453,3.977,260257.0,50.0,450.0,830.0,64.366,21.7,30.0,17.9,0.0,74.0,2.03,9.7,16.7,27.8,2016.0,3.0,9.0
552,3.368,3.724,249098.0,51.0,510.0,840.0,65.59,19.2,22.0,18.5,0.0,92.0,0.0,6.3,7.4,16.5,2016.0,3.0,10.0
553,3.041,3.539,239513.0,52.0,422.98,845.96,64.256,22.3,28.0,18.0,0.0,78.0,0.0,9.7,10.7,22.2,2016.0,3.0,11.0
554,3.187,3.518,212006.0,45.0,420.0,780.0,62.019,16.6,20.0,13.0,0.0,71.0,0.0,10.0,16.9,29.4,2016.0,3.0,14.0
555,3.436,3.694,207359.0,39.0,460.0,810.0,62.176,19.3,28.0,14.0,0.0,67.0,0.0,10.0,14.4,33.5,2016.0,3.0,15.0
556,2.982,3.723,227429.0,47.0,620.0,960.0,71.0,25.1,31.0,19.0,0.0,45.0,0.0,0.0,22.6,53.5,2016.0,3.0,16.0
557,3.218,3.722,275512.0,40.0,360.0,870.0,65.486,25.3,33.0,14.0,0.0,46.0,0.0,9.0,30.2,46.5,2016.0,3.0,17.0
558,3.31,3.843,253338.0,39.0,340.0,730.0,62.16,15.2,22.0,9.0,0.0,62.0,0.0,10.0,13.1,25.9,2016.0,3.0,20.0
559,3.6,4.125,210261.0,45.0,410.0,700.0,62.019,15.9,22.0,10.0,0.0,72.0,0.0,10.0,16.3,31.7,2016.0,3.0,21.0
560,4.929,5.401,210442.0,43.0,320.0,720.0,62.029,18.6,26.0,13.0,0.0,51.0,0.0,0.0,13.9,25.9,2016.0,3.0,22.0
561,4.566,4.709,230551.0,51.0,440.0,850.0,64.32,20.9,29.0,12.6,0.0,52.0,0.0,12.1,13.3,25.9,2016.0,3.0,23.0
562,3.593,3.856,219806.0,40.0,422.98,845.96,64.32,16.2,20.4,11.0,0.0,64.0,0.0,10.0,14.1,27.8,2016.0,3.0,25.0
563,3.707,4.057,193262.0,41.0,350.0,680.0,62.029,15.9,19.0,13.8,0.0,50.0,0.0,10.0,23.7,29.4,2016.0,3.0,28.0
564,4.449,4.988,197264.0,46.0,520.0,770.0,65.0,15.4,17.4,14.0,0.0,58.0,0.0,10.0,20.4,31.7,2016.0,3.0,29.0
565,4.454,4.727,212886.0,43.0,370.0,790.0,61.891,13.3,18.0,7.0,0.0,62.0,0.0,10.0,14.6,27.8,2016.0,3.0,30.0
566,4.213,4.581,226469.0,42.0,360.0,880.0,64.32,17.9,23.0,13.0,0.0,59.0,0.0,10.0,16.5,29.4,2016.0,3.0,31.0
567,4.208,4.441,185609.0,40.0,300.0,680.0,61.962,13.2,19.0,8.0,0.0,61.0,0.0,0.0,15.4,27.8,2016.0,4.0,3.0
568,4.172,4.637,125886.0,42.0,530.0,760.0,62.736,16.7,23.3,11.0,0.0,53.0,0.0,0.0,13.5,33.5,2016.0,4.0,4.0
569,4.135,4.653,149992.0,35.0,540.0,880.0,65.59,20.6,29.0,12.0,0.0,44.0,0.0,7.9,19.6,38.9,2016.0,4.0,5.0
570,4.298,4.701,260866.0,27.0,340.0,690.0,60.073,11.2,15.0,7.0,0.0,84.0,0.0,51.5,14.1,31.7,2016.0,4.0,6.0
571,4.199,4.49,282652.0,37.0,370.0,730.0,61.866,14.1,18.0,10.0,0.0,69.0,0.0,0.0,10.0,18.3,2016.0,4.0,7.0
572,4.014,4.569,250282.0,41.0,380.0,750.0,62.412,17.6,23.0,14.0,0.0,58.0,0.0,0.0,20.2,29.4,2016.0,4.0,10.0
573,4.123,4.397,181203.0,52.0,440.0,910.0,74.0,15.7,20.0,13.0,0.0,73.0,0.0,0.0,17.8,27.8,2016.0,4.0,11.0
574,3.944,4.4,183726.0,43.0,550.0,940.0,65.59,14.7,18.5,12.0,0.0,78.0,0.0,0.0,14.1,27.8,2016.0,4.0,12.0
575,3.793,4.357,289441.0,39.0,440.0,840.0,63.728,14.4,19.0,10.0,0.0,73.0,0.0,51.8,12.4,24.1,2016.0,4.0,13.0
576,4.141,4.381,254752.0,38.0,450.0,750.0,62.061,18.3,27.0,12.0,0.0,51.0,0.0,7.7,17.2,29.4,2016.0,4.0,14.0
577,3.837,4.045,243966.0,40.0,330.0,700.0,62.317,13.0,21.0,8.0,0.0,70.0,0.0,0.0,16.5,33.5,2016.0,4.0,17.0
578,4.581,5.696,223776.0,35.0,330.0,690.0,62.218,19.1,25.0,13.0,0.0,49.0,0.0,0.0,20.9,38.9,2016.0,4.0,18.0
579,5.685,5.632,271098.0,44.0,530.0,1000.0,65.114,20.4,27.0,16.0,0.0,44.0,0.0,0.0,23.7,40.7,2016.0,4.0,19.0
580,4.652,5.15,278619.0,47.0,720.0,930.0,65.114,23.1,28.0,20.0,0.0,33.0,0.0,0.0,27.2,40.7,2016.0,4.0,20.0
581,5.327,5.744,283027.0,41.0,580.0,850.0,65.59,16.9,24.0,13.0,0.0,71.0,0.0,8.4,17.8,33.5,2016.0,4.0,21.0
582,4.844,4.761,257788.0,33.0,422.98,845.96,64.32,13.3,16.0,11.0,0.0,61.0,0.0,0.0,17.4,27.8,2016.0,4.0,22.0
583,4.181,4.388,268530.0,39.0,400.0,630.0,60.232,17.1,25.0,9.0,0.0,54.0,0.0,0.0,19.8,33.5,2016.0,4.0,25.0
584,4.281,4.505,261710.0,30.0,380.0,780.0,62.218,19.4,25.0,14.0,0.0,37.0,0.0,0.0,26.1,44.6,2016.0,4.0,26.0
585,4.224,4.625,200091.0,45.0,810.0,900.0,70.0,21.0,24.0,18.0,0.0,42.0,0.0,0.0,31.7,44.6,2016.0,4.0,27.0
586,4.426,4.566,239173.0,46.0,620.0,650.0,62.841,19.6,24.0,16.0,0.0,57.0,0.76,0.0,18.1,38.9,2016.0,4.0,28.0
587,5.439,5.881,230841.0,36.0,500.0,850.0,65.59,11.3,16.0,8.0,0.0,61.0,0.0,10.0,26.3,44.6,2016.0,5.0,1.0
588,5.668,7.364,188941.0,37.0,350.0,960.0,64.522,14.3,17.0,12.5,0.0,52.0,0.0,10.0,34.3,48.2,2016.0,5.0,2.0
589,4.93,7.966,260517.0,40.0,370.0,1300.0,67.701,12.9,19.0,7.0,0.0,64.0,0.0,9.7,26.9,51.9,2016.0,5.0,3.0
590,3.892,4.936,292013.0,34.0,590.0,900.0,65.114,13.9,17.0,11.0,0.0,57.0,0.0,10.0,22.4,35.2,2016.0,5.0,4.0
591,4.142,4.722,277500.0,37.0,780.0,1000.0,65.114,16.6,20.2,14.0,0.0,57.0,0.0,10.0,35.2,50.0,2016.0,5.0,5.0
592,4.819,5.984,213211.0,50.0,470.0,790.0,62.973,17.8,20.0,15.0,0.0,88.0,0.0,9.8,25.4,57.6,2016.0,5.0,8.0
593,5.412,6.088,241074.0,40.0,570.0,820.0,62.973,15.4,21.0,12.8,0.0,76.0,0.0,9.5,34.1,53.5,2016.0,5.0,9.0
594,5.043,5.117,277110.0,35.0,360.0,930.0,63.949,13.3,16.2,11.0,0.0,62.0,0.0,10.0,30.9,42.4,2016.0,5.0,10.0
595,4.336,4.598,254395.0,38.0,360.0,710.0,63.0,15.2,18.0,13.0,0.0,67.0,0.0,10.0,24.3,37.0,2016.0,5.0,11.0
596,4.347,5.164,272476.0,39.0,360.0,890.0,63.949,17.0,21.0,13.5,0.0,66.0,0.0,10.0,21.9,35.2,2016.0,5.0,12.0
597,4.462,4.365,253118.0,50.0,310.0,660.0,62.317,13.2,21.0,7.0,0.0,67.0,0.0,10.0,20.9,38.9,2016.0,5.0,15.0
598,4.242,4.53,255636.0,49.0,670.0,900.0,65.59,15.4,18.7,12.0,0.0,67.0,0.0,10.0,30.7,59.4,2016.0,5.0,16.0
599,4.498,5.055,266683.0,40.0,620.0,900.0,65.114,14.0,17.0,11.2,0.0,58.0,0.0,10.0,16.1,29.4,2016.0,5.0,17.0
600,3.708,4.041,283088.0,53.0,720.0,1100.0,68.82,15.2,19.0,13.0,0.0,56.0,0.0,10.0,22.6,29.4,2016.0,5.0,18.0
601,4.858,5.546,248615.0,50.0,600.0,1000.0,65.59,14.6,17.0,9.8,0.0,73.0,0.0,10.0,20.6,38.9,2016.0,5.0,19.0
602,4.363,4.332,206024.0,52.0,530.0,910.0,65.59,16.9,21.0,11.0,0.0,58.0,0.51,10.0,34.4,53.5,2016.0,5.0,22.0
603,3.858,4.555,287972.0,50.0,520.0,970.0,73.0,11.9,16.0,8.7,0.0,68.0,0.0,10.0,21.7,42.4,2016.0,5.0,23.0
604,3.915,4.801,313503.0,50.0,610.0,970.0,65.114,10.9,16.0,7.0,0.0,72.0,0.0,10.0,20.4,42.4,2016.0,5.0,24.0
605,4.509,5.079,289080.0,44.0,380.0,880.0,63.93,11.2,15.0,9.0,0.0,81.0,0.0,9.2,33.5,57.6,2016.0,5.0,25.0
606,4.316,4.992,329619.0,32.0,340.0,690.0,60.406,9.1,11.0,6.0,0.0,88.0,0.0,9.2,17.4,25.9,2016.0,5.0,26.0
607,4.332,4.869,281219.0,48.0,250.0,660.0,60.572,8.0,12.2,4.0,0.0,69.0,0.0,10.0,15.0,25.9,2016.0,5.0,29.0
608,3.74,4.804,280345.0,41.0,340.0,800.0,60.572,7.4,14.0,1.0,0.0,70.0,0.0,10.0,12.2,22.2,2016.0,5.0,30.0
609,4.16,6.063,297279.0,45.0,480.0,960.0,64.28,8.8,16.0,4.0,0.0,68.0,0.0,10.0,12.4,20.6,2016.0,5.0,31.0
610,4.126,4.554,300879.0,49.0,430.0,790.0,60.757,8.9,16.0,3.0,0.0,75.0,0.0,10.0,10.7,18.3,2016.0,6.0,1.0
611,4.704,4.832,315064.0,44.0,420.0,840.0,62.414,9.1,13.0,6.0,0.0,90.0,0.0,5.5,7.2,14.8,2016.0,6.0,2.0
612,4.446,7.225,253529.0,29.0,330.0,700.0,61.339,11.6,14.0,7.5,0.0,90.0,0.0,8.4,9.1,22.2,2016.0,6.0,5.0
613,5.637,5.845,223104.0,50.0,360.0,850.0,63.664,10.6,13.0,8.0,0.0,82.0,0.0,10.0,18.7,31.7,2016.0,6.0,6.0
614,4.761,5.065,263832.0,51.0,480.0,820.0,62.973,11.5,14.0,8.0,0.0,85.0,0.0,9.7,18.5,31.7,2016.0,6.0,7.0
615,1.916,4.842,175754.0,41.0,370.0,740.0,62.0,12.0,14.0,10.0,0.0,31.0,0.0,10.0,31.5,51.9,2016.0,6.0,8.0
616,4.143,4.815,264055.0,45.0,520.0,840.0,64.953,11.8,17.0,8.0,0.0,74.0,0.0,9.8,19.4,31.7,2016.0,6.0,9.0
617,5.929,5.092,246666.0,49.0,422.98,845.96,62.942,10.7,15.0,6.0,0.0,71.0,0.0,9.7,20.9,31.7,2016.0,6.0,10.0
618,4.327,5.237,177736.0,45.0,350.0,740.0,62.119,9.8,12.1,8.0,0.0,65.0,0.0,10.0,30.0,46.5,2016.0,6.0,13.0
619,3.99,4.962,265425.0,39.0,390.0,740.0,61.591,9.8,14.0,7.0,0.0,72.0,0.0,10.0,22.8,27.8,2016.0,6.0,14.0
620,4.239,4.832,167116.0,50.0,590.0,800.0,62.775,10.7,17.0,7.0,0.0,73.0,0.0,10.0,21.1,46.5,2016.0,6.0,15.0
621,4.017,4.632,274879.0,53.0,520.0,910.0,64.477,11.9,14.0,9.7,0.0,80.0,0.0,10.0,31.9,48.2,2016.0,6.0,16.0
622,4.9,5.185,267020.0,45.0,660.0,750.0,62.397,11.3,12.3,9.9,0.0,89.0,0.0,82.0,16.3,31.7,2016.0,6.0,19.0
623,4.77,4.776,202008.0,39.0,320.0,1000.0,63.664,10.8,12.4,8.0,0.0,87.0,0.0,8.7,17.6,27.8,2016.0,6.0,20.0
624,3.662,3.885,255306.0,31.0,280.0,710.0,62.023,10.8,14.0,9.0,0.0,76.0,0.0,10.0,26.5,42.4,2016.0,6.0,21.0
625,3.482,4.249,244727.0,40.0,330.0,740.0,55.0,11.7,14.0,9.0,0.0,67.0,0.0,10.0,24.4,38.9,2016.0,6.0,22.0
626,3.417,4.348,219358.0,17.0,270.0,600.0,53.347,8.8,13.0,5.0,0.0,76.0,0.0,9.5,27.6,53.5,2016.0,6.0,23.0
627,3.44,4.006,265674.0,41.0,310.0,680.0,61.198,7.1,10.0,5.0,0.0,74.0,0.0,10.0,22.4,27.8,2016.0,6.0,26.0
628,3.729,3.873,259854.0,40.0,300.0,820.0,61.198,8.0,10.0,5.0,0.0,84.0,0.0,9.5,18.5,27.8,2016.0,6.0,27.0
629,3.016,4.152,303367.0,39.0,350.0,780.0,61.405,10.8,16.0,7.0,0.0,79.0,0.0,10.0,22.2,27.8,2016.0,6.0,28.0
630,3.842,4.141,303958.0,28.0,360.0,920.0,63.248,10.8,15.0,8.5,0.0,68.0,0.0,10.0,30.0,48.2,2016.0,6.0,29.0
631,3.486,3.897,306053.0,34.0,370.0,880.0,63.248,8.3,10.0,7.0,0.0,82.0,0.0,9.5,28.7,55.4,2016.0,6.0,30.0
632,3.964,3.652,300053.0,38.0,300.0,690.0,61.24,11.8,16.0,10.0,0.0,68.0,0.0,10.0,24.8,31.7,2016.0,7.0,3.0
633,2.98,3.768,303266.0,46.0,370.0,845.96,63.091,9.3,12.0,7.0,0.0,81.0,0.0,9.8,15.4,24.1,2016.0,7.0,4.0
634,3.095,4.219,225778.0,22.0,370.0,810.0,60.229,10.5,12.0,8.0,0.0,93.0,0.0,8.4,21.5,33.5,2016.0,7.0,5.0
635,3.539,4.551,290915.0,20.0,310.0,570.0,53.394,10.6,12.0,9.8,0.0,92.0,0.0,6.6,20.6,33.5,2016.0,7.0,6.0
636,2.717,3.944,318969.0,39.0,410.0,670.0,61.591,10.1,12.0,8.0,0.0,94.0,0.0,82.0,9.4,22.2,2016.0,7.0,7.0
637,3.435,4.036,284401.0,40.0,340.0,750.0,60.0,11.2,13.0,11.0,0.0,50.0,0.0,10.0,37.2,63.0,2016.0,7.0,10.0
638,2.982,3.687,295527.0,32.0,330.0,790.0,61.396,12.2,14.0,10.0,0.0,67.0,0.0,10.0,35.4,51.9,2016.0,7.0,11.0
639,3.338,4.07,259123.0,49.0,330.0,710.0,61.483,6.7,12.0,3.0,0.0,65.0,0.0,10.0,34.8,48.2,2016.0,7.0,12.0
640,3.334,4.127,248927.0,45.0,400.0,790.0,61.541,7.8,11.0,4.9,0.0,68.0,0.0,10.0,24.6,40.7,2016.0,7.0,13.0
641,3.348,4.06,306436.0,40.0,480.0,760.0,62.397,9.7,12.2,7.0,0.0,69.0,0.0,10.0,18.7,31.7,2016.0,7.0,14.0
642,3.221,3.676,233359.0,43.0,360.0,770.0,62.374,12.4,15.0,10.6,0.0,69.0,0.0,10.0,37.4,55.4,2016.0,7.0,17.0
643,3.079,3.576,270172.0,44.0,320.0,740.0,61.69,13.8,18.0,11.0,0.0,77.0,0.0,10.0,21.7,38.9,2016.0,7.0,18.0
644,2.352,5.543,258090.0,33.0,640.0,820.0,62.622,11.4,15.0,8.0,0.0,85.0,0.0,10.0,6.9,13.0,2016.0,7.0,19.0
645,4.751,4.226,189084.0,34.0,420.0,800.0,60.835,9.9,15.0,6.0,0.0,83.0,0.0,9.7,9.8,27.8,2016.0,7.0,20.0
646,3.804,3.847,239883.0,32.0,480.0,840.0,64.953,14.7,17.1,12.7,0.0,82.0,0.0,9.5,34.6,57.6,2016.0,7.0,21.0
647,5.275,4.916,256952.0,38.0,320.0,600.0,58.331,7.9,11.0,5.9,0.0,74.0,0.0,10.0,26.9,40.7,2016.0,7.0,24.0
648,4.302,4.503,277208.0,23.0,500.0,680.0,59.994,8.7,13.0,5.0,0.0,65.0,0.0,9.7,27.2,57.6,2016.0,7.0,25.0
649,3.202,3.919,284140.0,38.0,310.0,690.0,49.0,8.4,10.0,7.0,0.0,72.0,0.0,9.8,26.9,38.9,2016.0,7.0,26.0
650,3.019,4.544,293102.0,41.0,350.0,660.0,60.828,8.4,11.0,6.0,0.0,74.0,0.0,10.0,19.3,33.5,2016.0,7.0,27.0
651,4.755,4.431,275785.0,34.0,560.0,970.0,64.953,10.8,14.0,8.0,0.0,73.0,0.0,10.0,22.4,31.7,2016.0,7.0,28.0
652,3.854,4.551,227967.0,38.0,330.0,660.0,62.023,12.6,16.0,10.7,0.0,72.0,0.0,9.8,23.3,35.2,2016.0,7.0,31.0
653,3.377,10.731,334240.0,20.0,350.0,660.0,58.769,9.2,13.0,4.8,0.0,90.0,0.0,9.8,18.3,35.2,2016.0,8.0,1.0
654,6.385,8.471,288778.0,29.0,260.0,470.0,54.389,9.4,12.0,8.0,0.0,84.0,0.0,8.4,18.3,33.5,2016.0,8.0,2.0
655,6.952,5.107,312292.0,36.0,290.0,620.0,59.415,7.9,12.0,3.9,0.0,87.0,0.51,92.0,14.3,31.7,2016.0,8.0,3.0
656,5.872,5.408,321241.0,26.0,320.0,650.0,58.612,7.2,13.2,2.8,0.0,79.0,0.0,10.0,14.3,24.1,2016.0,8.0,4.0
657,4.489,4.904,323158.0,31.0,330.0,770.0,60.601,9.2,15.0,4.0,0.0,56.0,0.0,10.0,14.3,31.7,2016.0,8.0,7.0
658,4.64,4.789,296718.0,36.0,330.0,740.0,61.496,10.8,13.0,9.0,0.0,64.0,0.0,0.0,46.9,66.5,2016.0,8.0,8.0
659,4.154,4.438,269276.0,49.0,370.0,870.0,63.84,12.4,17.0,8.0,0.0,65.0,0.0,10.0,33.3,59.4,2016.0,8.0,9.0
660,4.627,5.34,294068.0,32.0,390.0,950.0,62.524,9.4,14.0,4.0,0.0,66.0,0.0,10.0,27.6,48.2,2016.0,8.0,10.0
661,5.421,5.978,261432.0,46.0,260.0,650.0,57.0,9.8,14.0,5.0,0.0,66.0,0.0,10.0,20.2,33.5,2016.0,8.0,11.0
662,5.365,5.732,271096.0,43.0,410.0,800.0,62.218,11.9,16.0,7.9,0.0,68.0,0.0,10.0,17.2,27.8,2016.0,8.0,14.0
663,3.536,4.552,262585.0,38.0,320.0,760.0,62.023,12.2,17.0,9.0,0.0,70.0,0.0,10.0,25.6,40.7,2016.0,8.0,15.0
664,2.85,3.889,277449.0,38.0,480.0,760.0,62.622,13.8,18.0,11.0,0.0,67.0,0.0,9.8,25.6,38.9,2016.0,8.0,16.0
665,4.166,4.01,279644.0,49.0,400.0,890.0,62.942,10.7,15.0,6.0,0.0,81.0,0.0,10.0,16.7,40.7,2016.0,8.0,17.0
666,4.515,4.008,297691.0,54.0,440.0,880.0,63.312,16.6,20.0,14.7,0.0,58.0,0.0,10.0,39.1,64.8,2016.0,8.0,18.0
667,4.36,4.521,306766.0,34.0,380.0,660.0,61.24,10.7,14.0,8.9,0.0,78.0,0.0,9.8,18.5,27.8,2016.0,8.0,21.0
668,5.902,13.713,310318.0,28.0,340.0,600.0,53.295,9.6,15.0,6.0,0.0,86.0,0.0,9.8,10.7,27.8,2016.0,8.0,22.0
669,7.211,14.488,292775.0,27.0,350.0,870.0,54.0,7.2,13.0,2.0,0.0,74.0,0.0,10.0,9.8,22.2,2016.0,8.0,23.0
670,7.322,6.587,235076.0,32.0,330.0,690.0,61.033,8.1,12.0,5.0,0.0,80.0,0.0,10.0,14.6,22.2,2016.0,8.0,24.0
671,7.276,5.664,331344.0,34.0,440.0,770.0,60.563,8.2,13.0,5.0,0.0,76.0,0.0,10.0,17.6,33.5,2016.0,8.0,25.0
672,7.307,4.992,295867.0,35.0,440.0,760.0,61.396,11.8,18.3,7.0,0.0,66.0,0.0,0.0,24.6,33.5,2016.0,8.0,28.0
673,6.762,5.535,333187.0,33.0,320.0,800.0,61.591,13.4,18.0,9.0,0.0,58.0,0.0,10.0,22.2,35.2,2016.0,8.0,29.0
674,5.175,5.716,342432.0,34.0,450.0,860.0,63.358,13.3,17.0,12.0,0.0,77.0,0.0,10.0,28.0,48.2,2016.0,8.0,30.0
675,4.547,5.638,336331.0,34.0,400.0,860.0,63.091,14.1,19.0,9.9,0.0,70.0,0.0,9.8,14.4,31.7,2016.0,8.0,31.0
676,4.337,5.25,351076.0,40.0,510.0,800.0,62.397,11.3,15.0,9.0,0.0,90.0,0.0,8.5,7.2,20.6,2016.0,9.0,1.0
677,4.447,5.204,311190.0,40.0,450.0,770.0,61.591,13.2,16.0,10.0,0.0,67.0,0.0,10.0,16.9,25.9,2016.0,9.0,4.0
678,4.873,5.404,258255.0,47.0,350.0,780.0,62.16,13.3,17.3,9.0,0.0,70.0,0.0,10.0,13.7,25.9,2016.0,9.0,5.0
679,4.967,5.208,238691.0,43.0,350.0,800.0,56.0,13.2,20.0,7.0,0.0,76.0,0.0,10.0,12.0,20.6,2016.0,9.0,6.0
680,4.765,5.846,303346.0,26.0,330.0,840.0,63.312,15.7,20.0,13.0,0.0,65.0,0.0,10.0,31.7,53.5,2016.0,9.0,7.0
681,4.805,4.625,314318.0,30.0,490.0,820.0,62.046,18.1,22.0,14.0,0.0,62.0,0.0,9.7,36.1,46.5,2016.0,9.0,8.0
682,5.799,7.657,311978.0,23.0,360.0,650.0,59.446,11.6,16.0,9.0,0.0,75.0,0.0,8.4,14.6,25.9,2016.0,9.0,11.0
683,5.798,5.551,342733.0,40.0,350.0,690.0,61.533,10.3,13.0,9.0,0.0,89.0,0.0,7.7,9.3,20.6,2016.0,9.0,12.0
684,5.285,4.537,267952.0,23.0,300.0,650.0,60.073,11.6,13.0,10.0,0.0,92.0,0.0,8.9,13.1,25.9,2016.0,9.0,13.0
685,3.318,4.565,253441.0,18.0,270.0,550.0,53.152,10.2,15.0,7.0,0.0,78.0,0.0,9.8,25.0,40.7,2016.0,9.0,14.0
686,5.327,5.328,273615.0,18.0,270.0,450.0,53.152,10.6,14.0,8.0,0.0,81.0,0.0,9.5,18.1,44.6,2016.0,9.0,15.0
687,4.525,5.04,343753.0,43.0,330.0,650.0,60.7,8.7,11.0,5.0,0.0,85.0,0.0,9.8,14.6,24.1,2016.0,9.0,18.0
688,3.84,4.044,365841.0,33.0,450.0,1000.0,63.358,10.8,15.0,7.0,0.0,65.0,0.0,10.0,16.1,37.0,2016.0,9.0,19.0
